CustomerID,Segment,Churn_Probability,Monetary,Frequency,TotalRevenue
15415,Hibernating,0.97940356,559.61,1,559.61
17310,Hibernating,0.9793977,1025.1,2,1025.1
12855,Hibernating,0.97938913,612.84,4,612.84
15724,Hibernating,0.97938913,310.85,3,310.85
16862,Hibernating,0.97936296,662.33,4,662.33
13677,Hibernating,0.97934854,551.24,2,551.24
16230,Hibernating,0.9793091,542.03,2,542.03
13493,Hibernating,0.97929686,618.63,2,618.63
17106,Hibernating,0.9792524,481.58,1,481.58000000000004
13333,Hibernating,0.979238,1015.74,3,1015.74
17277,Hibernating,0.9792362,1065.35,2,1065.3500000000001
12858,Hibernating,0.9792348,147.27,1,147.27
18212,Hibernating,0.97920805,514.37,2,514.37
18131,Hibernating,0.9791998,222.96,1,222.95999999999998
15102,Hibernating,0.97919047,554.67,2,554.67
15927,Hibernating,0.9791895,106.54,1,106.54
14151,Hibernating,0.9791709,679.45,2,679.45
15509,Hibernating,0.9791667,152.41,1,152.41
14707,Hibernating,0.97915584,139.2,2,139.2
13776,Hibernating,0.97912097,623.98,2,623.98
18281,Hibernating,0.97910875,201.14,2,201.14
16503,Hibernating,0.97909385,3614.34,11,3614.34
17643,Hibernating,0.9790933,439.7,2,439.7
15960,Hibernating,0.9790718,410.95,4,410.95
13413,Hibernating,0.9789969,429.44,6,429.44
15219,Hibernating,0.9789615,685.45,2,685.45
13847,Hibernating,0.9789315,310.72,1,310.72
13934,Hibernating,0.9789038,922.1,1,922.1
14809,Hibernating,0.97889847,686.76,2,686.76
15447,Hibernating,0.97883624,492.88,5,492.88
13390,Hibernating,0.9787935,544.08,1,544.08
14326,Hibernating,0.97879237,940.98,3,940.98
15833,Hibernating,0.97876394,80.4,1,80.4
15575,Hibernating,0.9787435,30.1,1,30.1
15257,Hibernating,0.9786952,685.9,2,685.9
17980,Hibernating,0.97866094,1012.72,4,1012.72
17747,Hibernating,0.97864074,71.4,1,71.4
16217,Hibernating,0.97861016,304.25,2,304.25
12817,Hibernating,0.9786041,690.98,3,690.98
15283,Hibernating,0.97859544,148.32999999999998,3,148.32999999999998
15943,Hibernating,0.9785444,271.29,2,271.28999999999996
17946,Hibernating,0.97853893,149.57999999999998,2,149.57999999999998
15232,Hibernating,0.9784721,612.06,2,612.06
14813,Hibernating,0.97843593,888.91,4,888.91
17998,Hibernating,0.9783705,639.24,3,639.24
15457,Hibernating,0.97828454,237.07,1,237.07
12763,Hibernating,0.9782703,494.08,2,494.08
17923,Hibernating,0.9782039,497.0,3,497.0
13622,Hibernating,0.9781868,658.95,1,658.95
18056,Hibernating,0.97807693,554.6,2,554.6
14729,Hibernating,0.9780393,586.24,3,586.24
13584,Hibernating,0.9780382,385.7,3,385.7
18098,Hibernating,0.97802794,527.94,1,527.94
17497,Hibernating,0.9779971,287.25,2,287.25
12543,Hibernating,0.9779961,980.25,1,980.25
12486,Hibernating,0.9779373,1037.28,1,1037.28
16390,Hibernating,0.9779367,467.5,3,467.5
15842,Hibernating,0.9778806,548.8000000000001,2,548.8000000000001
13809,Hibernating,0.97783685,679.6999999999999,3,679.6999999999999
16874,Hibernating,0.97782224,209.89,1,209.89000000000001
17501,Hibernating,0.97779673,288.6,2,288.6
16297,Hibernating,0.97778225,301.9,1,301.9
15869,Hibernating,0.97777516,321.11,3,321.11
14998,Hibernating,0.97776353,753.18,4,753.18
17993,Hibernating,0.9777344,225.99,1,225.99
16802,Hibernating,0.9776774,582.61,2,582.61
14369,Hibernating,0.9776629,469.13,2,469.13
12401,Hibernating,0.97764707,84.3,1,84.3
18012,Hibernating,0.97764677,115.3,1,115.3
14458,Hibernating,0.97763914,228.07,1,228.07
18046,Hibernating,0.9776219,189.63,1,189.63
17020,Hibernating,0.9774944,935.62,2,935.62
16679,Hibernating,0.97749263,663.31,3,663.31
14762,Hibernating,0.977485,417.57,2,417.57
14413,Hibernating,0.9774774,764.52,4,764.52
14570,Hibernating,0.97743136,613.75,3,613.75
17326,Hibernating,0.9774175,312.35,2,312.35
13367,Hibernating,0.97735924,510.2,1,510.2
15964,Hibernating,0.9773539,269.21000000000004,1,269.21000000000004
12888,Hibernating,0.9773423,354.12,2,354.12
13150,Hibernating,0.9773398,449.97,3,449.96999999999997
16130,Hibernating,0.9773372,987.48,4,987.48
18141,Hibernating,0.9772879,882.47,2,882.47
13674,Hibernating,0.9772399,240.68,1,240.68
14187,Hibernating,0.9772176,123.5,1,123.5
14811,Hibernating,0.97721726,170.5,1,170.5
18068,Hibernating,0.9771771,101.7,1,101.7
18233,Hibernating,0.97717357,440.0,1,440.0
17714,Hibernating,0.977126,1410.18,5,1410.18
15578,Hibernating,0.9771121,127.1,1,127.1
17996,Hibernating,0.9770807,482.33,3,482.33
18010,Hibernating,0.97705656,174.8,1,174.8
15546,Hibernating,0.9770421,1079.1,2,1079.1000000000001
14778,Hibernating,0.9770348,730.86,2,730.86
18107,Hibernating,0.97703063,165.88,1,165.88
13133,Hibernating,0.97700614,200.45,3,200.45
16453,Hibernating,0.9769991,251.71,2,251.71
13164,Hibernating,0.97699875,372.2,2,372.2
14222,Hibernating,0.97699463,683.17,1,683.17
14202,Hibernating,0.97695416,847.76,3,847.76
12786,Hibernating,0.9769493,728.5000000000001,1,728.5000000000001
16785,Hibernating,0.9769125,533.78,1,533.78
13671,Hibernating,0.9769034,172.6,1,172.6
17187,Hibernating,0.97687846,467.71,2,467.71
14556,Hibernating,0.9768485,815.69,3,815.69
13472,Hibernating,0.9768336,592.24,2,592.24
16606,Hibernating,0.97682345,357.66,2,357.66
16922,Hibernating,0.9768072,611.08,1,611.08
13730,Hibernating,0.9767785,752.6,2,752.6
15258,Hibernating,0.9767701,623.16,2,623.16
17903,Hibernating,0.97676045,381.09,1,381.09000000000003
16544,Hibernating,0.9767224,376.7000000000001,4,376.70000000000005
16448,Hibernating,0.9767174,361.12,2,361.12
12411,Hibernating,0.9766976,346.9,1,346.9
17956,Hibernating,0.97661406,12.75,1,12.75
18120,Hibernating,0.97661006,111.15,1,111.15
13909,Hibernating,0.97660404,282.85,2,282.85
13585,Hibernating,0.9765944,684.54,3,684.54
17478,Hibernating,0.97658837,1272.8000000000002,2,1272.8000000000002
15591,Hibernating,0.97655815,217.9,3,217.9
17212,Hibernating,0.97655654,794.41,3,794.41
16798,Hibernating,0.97653747,841.16,3,841.16
16661,Hibernating,0.9765364,932.76,4,932.76
12946,Hibernating,0.97648865,324.45,1,324.45
15616,Hibernating,0.97647923,317.11,1,317.11
16944,Hibernating,0.97647345,101.36,1,101.36
14486,Hibernating,0.9764647,175.5,2,175.5
12436,Hibernating,0.976442,509.01,1,509.01
14536,Hibernating,0.97639877,170.95,1,170.95
16645,Hibernating,0.97639,160.39,1,160.39
18132,Hibernating,0.97637844,220.13,1,220.13
17786,Hibernating,0.9763515,266.85,2,266.85
17318,Hibernating,0.97634363,157.32999999999998,1,157.32999999999998
15087,Hibernating,0.9763131,306.94,1,306.94
16309,Hibernating,0.97630125,706.57,2,706.57
15935,Hibernating,0.9762681,416.86,2,416.86
16524,Hibernating,0.9762648,306.19,2,306.19
15543,Hibernating,0.97620755,242.26,2,242.26
15135,Hibernating,0.976187,305.68,2,305.68
15403,Hibernating,0.97618574,170.88,2,170.88
16783,Hibernating,0.9761415,391.95,1,391.95
15207,Hibernating,0.9761095,683.92,3,683.92
12898,Hibernating,0.97609586,296.21,2,296.21
13829,Hibernating,0.97608227,102.0,1,102.0
14812,Hibernating,0.9760685,178.85,1,178.85
17251,Hibernating,0.97602385,798.98,3,798.98
14230,Hibernating,0.9760206,979.8,3,979.8000000000001
15995,Hibernating,0.9759689,694.54,1,694.54
13861,Hibernating,0.9759567,273.26,2,273.26
17260,Hibernating,0.9759025,120.95,1,120.95
14162,Hibernating,0.9758967,289.36,2,289.36
14994,Hibernating,0.9758908,946.72,5,946.72
12368,Hibernating,0.97586095,917.7,1,917.7
15843,Hibernating,0.9758607,118.95,1,118.95
17820,Hibernating,0.97583765,180.61,1,180.60999999999999
16974,Hibernating,0.97581136,365.5,2,365.5
15490,Hibernating,0.9758069,210.85,1,210.85
14835,Hibernating,0.9757697,297.0,2,297.0
17543,Hibernating,0.97576344,120.05,1,120.05
13977,Hibernating,0.9757319,519.8100000000001,1,519.8100000000001
15430,Hibernating,0.9757284,954.75,2,954.75
14509,Hibernating,0.97569865,110.95,1,110.95
14926,Hibernating,0.97569853,359.4,2,359.4
17740,Hibernating,0.97564214,426.9,6,426.90000000000003
16585,Hibernating,0.97562736,341.59000000000003,2,341.59000000000003
17316,Hibernating,0.97559863,124.45,1,124.45
17441,Hibernating,0.97559285,293.35,1,293.35
15884,Hibernating,0.9755762,244.6,2,244.60000000000002
15589,Hibernating,0.97553533,478.53,3,478.53
16138,Hibernating,0.975519,910.35,3,910.35
16559,Hibernating,0.9754954,175.0,1,175.0
17963,Hibernating,0.97547454,643.16,4,643.16
17804,Hibernating,0.97546864,383.78,3,383.78000000000003
17185,Hibernating,0.97545946,229.46,3,229.46
14886,Hibernating,0.9754431,364.8,1,364.8
12743,Hibernating,0.97542566,540.13,2,540.13
15224,Hibernating,0.97540843,871.36,5,871.36
15892,Hibernating,0.97536725,128.2,1,128.2
16913,Hibernating,0.97534615,423.91,3,423.91
16075,Hibernating,0.97534364,736.9300000000001,2,736.9300000000001
14917,Hibernating,0.975318,1123.75,2,1123.75
17587,Hibernating,0.97531533,176.71,1,176.71
15446,Hibernating,0.9753143,399.75,3,399.75
16975,Hibernating,0.9752585,926.12,3,926.12
16579,Hibernating,0.975222,295.05,1,295.05
17065,Hibernating,0.9751474,194.7,2,194.7
18103,Hibernating,0.97514516,105.8,1,105.8
15183,Hibernating,0.9750488,639.93,3,639.93
16724,Hibernating,0.97499985,147.35,1,147.35
17476,Hibernating,0.9749507,489.86,2,489.86
17105,Hibernating,0.9749249,665.78,2,665.78
17256,Hibernating,0.97490966,498.93,5,498.93
14325,Hibernating,0.97482795,245.48,1,245.48000000000002
15200,Hibernating,0.9747161,549.0500000000001,1,549.0500000000001
14417,Hibernating,0.97469246,524.65,1,524.65
12652,Hibernating,0.97469145,1017.03,2,1017.0300000000001
15973,Hibernating,0.97468626,680.62,3,680.62
15558,Hibernating,0.974668,202.68,1,202.68
15045,Hibernating,0.9746373,735.66,2,735.66
15262,Hibernating,0.9746333,418.82,3,418.82
14616,Hibernating,0.9745901,527.78,5,527.78
17798,Hibernating,0.974584,178.07,1,178.07
12764,Hibernating,0.9744921,1693.88,1,1693.88
16958,Hibernating,0.97442585,778.49,1,778.49
17825,Hibernating,0.974391,701.96,4,701.96
15171,Hibernating,0.9743569,1289.5,1,1289.5
13087,Hibernating,0.9743527,313.64,1,313.64
15586,Hibernating,0.97432876,1139.1,3,1139.1000000000001
13406,Hibernating,0.9743025,568.92,2,568.92
15309,Hibernating,0.9742464,797.96,4,797.96
14838,Hibernating,0.97423506,769.9200000000001,2,769.9200000000001
13412,Hibernating,0.9741985,487.35,1,487.35
12696,Hibernating,0.9741819,851.91,2,851.91
16349,Hibernating,0.97417206,53.5,1,53.5
17294,Hibernating,0.97414273,467.79,2,467.79
17039,Hibernating,0.9741372,1954.99,1,1954.99
17843,Hibernating,0.97405696,320.4,2,320.4
16829,Hibernating,0.9739966,513.32,2,513.32
17264,Hibernating,0.97399276,268.28,1,268.28
15119,Hibernating,0.9739792,266.4,1,266.4
16698,Hibernating,0.9739595,1998.0,2,1998.0
18186,Hibernating,0.97392195,329.58000000000004,1,329.58000000000004
14596,Hibernating,0.9738877,222.22,1,222.22
17116,Hibernating,0.9738811,389.78,1,389.78
17005,Hibernating,0.9738781,622.36,2,622.36
12410,Hibernating,0.9738056,1013.71,3,1013.71
16304,Hibernating,0.9738009,381.66,1,381.66
16780,Hibernating,0.97376513,596.4,3,596.4
14932,Hibernating,0.97374535,666.13,2,666.13
13912,Hibernating,0.97372967,124.95,1,124.95
17967,Hibernating,0.97368515,223.42,2,223.42
16494,Hibernating,0.9736328,826.53,1,826.53
14097,Hibernating,0.97362864,422.86,2,422.86
16970,Hibernating,0.97361606,71.4,1,71.4
17580,Hibernating,0.9735752,541.02,5,541.02
15336,Hibernating,0.973573,240.5,1,240.5
15323,Hibernating,0.9734996,434.6,3,434.6
14677,Hibernating,0.97347236,184.91,1,184.91
13785,Hibernating,0.97343856,542.49,4,542.49
17471,Hibernating,0.9734379,321.65000000000003,1,321.65000000000003
16501,Hibernating,0.97340924,1191.23,1,1191.23
16288,Hibernating,0.973409,129.85,1,129.85
15190,Hibernating,0.9733985,834.4399999999999,1,834.4399999999999
15726,Hibernating,0.9733889,321.91,1,321.91
14832,Hibernating,0.9733887,322.69,1,322.69
15424,Hibernating,0.97334045,597.78,3,597.78
17619,Hibernating,0.9733044,214.37,1,214.37
12485,Hibernating,0.9732711,708.1,1,708.1
15794,Hibernating,0.9731957,777.0,2,777.0
13996,Hibernating,0.9731758,895.76,2,895.76
14311,Hibernating,0.97317266,516.45,2,516.45
13290,Hibernating,0.9731144,208.63,1,208.63
14622,Hibernating,0.9730777,320.58000000000004,1,320.58000000000004
14366,Hibernating,0.9730619,136.0,1,136.0
16356,Hibernating,0.97304845,415.87,6,415.87
13121,Hibernating,0.9730434,283.73,1,283.73
17909,Hibernating,0.9730069,110.05,1,110.05
17915,Hibernating,0.97298354,225.78,1,225.78
15361,Hibernating,0.97297305,689.07,4,689.07
16429,Hibernating,0.9729599,284.55,1,284.55
13011,Hibernating,0.9729335,50.55,1,50.550000000000004
18162,Hibernating,0.9729331,371.51,1,371.51
17907,Hibernating,0.97291607,291.76,1,291.76
13088,Hibernating,0.97291327,236.11,1,236.11
18227,Hibernating,0.9728914,388.75,2,388.75
14168,Hibernating,0.97284704,370.45,2,370.45
17098,Hibernating,0.97284037,591.07,3,591.07
17252,Hibernating,0.9727861,348.91,2,348.90999999999997
17912,Hibernating,0.9727437,374.55,6,374.55
18091,Hibernating,0.97272676,360.85,1,360.85
17026,Hibernating,0.9727261,175.83,3,175.83
15499,Hibernating,0.9726759,158.65,1,158.65
14270,Hibernating,0.972672,492.65,1,492.65000000000003
12461,Hibernating,0.97265214,826.88,2,826.88
15346,Hibernating,0.9726293,596.12,3,596.12
17257,Hibernating,0.9726094,189.78,2,189.78
17789,Hibernating,0.9725786,397.15,2,397.15
16388,Hibernating,0.9725714,186.05,1,186.05
12852,Hibernating,0.97256875,311.55,1,311.55
13453,Hibernating,0.9725409,781.69,3,781.69
16492,Hibernating,0.97250324,385.56,1,385.56
14339,Hibernating,0.9724648,620.27,2,620.27
16483,Hibernating,0.97245616,139.35,1,139.35
16091,Hibernating,0.9724034,315.06,2,315.06
13151,Hibernating,0.97240126,2465.21,3,2465.21
17639,Hibernating,0.97239596,615.17,6,615.17
13628,Hibernating,0.97238153,310.14,1,310.14
14148,Hibernating,0.97232753,466.29,2,466.29
16997,Hibernating,0.9723182,702.0,3,702.0
15746,Hibernating,0.97227377,196.88,1,196.88
17369,Hibernating,0.97226936,979.2,1,979.2
16437,Hibernating,0.97225744,301.25,2,301.25
17051,Hibernating,0.9722135,706.49,4,706.49
17200,Hibernating,0.97218174,356.71,4,356.71
15627,Hibernating,0.9721786,566.9,2,566.9
15813,Hibernating,0.9721729,1303.91,2,1303.9099999999999
12862,Hibernating,0.97216797,984.62,2,984.62
17104,Hibernating,0.9721648,474.03,1,474.03000000000003
17622,Hibernating,0.9721034,1130.21,2,1130.21
17296,Hibernating,0.97209305,338.13,1,338.13
14268,Hibernating,0.97208655,354.85,1,354.85
14377,Hibernating,0.97206455,617.05,2,617.05
12819,Hibernating,0.9720311,540.52,1,540.52
16673,Hibernating,0.9720025,171.13,1,171.13
13474,Hibernating,0.9719928,646.59,3,646.59
18142,Hibernating,0.97198707,1019.52,2,1019.52
15779,Hibernating,0.97198313,124.08,2,124.08000000000001
13116,Hibernating,0.9719767,501.14,1,501.14
16324,Hibernating,0.97197556,408.59,3,408.59000000000003
16622,Hibernating,0.9719464,225.4,1,225.4
17363,Hibernating,0.97191936,920.46,3,920.46
17960,Hibernating,0.97184426,135.08,3,135.08
17012,Hibernating,0.9718384,360.61,1,360.61
13781,Hibernating,0.9718366,778.83,3,778.83
15697,Hibernating,0.971826,246.75,1,246.75
13970,Hibernating,0.9718043,846.55,2,846.55
18187,Hibernating,0.97163075,724.89,1,724.89
17815,Hibernating,0.97159654,591.96,1,591.96
15784,Hibernating,0.9715736,848.33,2,848.33
17691,Hibernating,0.9715707,637.55,4,637.55
16731,Hibernating,0.9715584,170.3,1,170.3
14568,Hibernating,0.97154117,919.7,1,919.7
16522,Hibernating,0.9715295,433.36,2,433.36
14603,Hibernating,0.97149956,660.0,1,660.0
15828,Hibernating,0.971491,1108.82,1,1108.82
13879,Hibernating,0.97147614,395.5,1,395.5
16507,Hibernating,0.971466,142.71,1,142.71
13624,Hibernating,0.9714472,462.08,1,462.08
13937,Hibernating,0.9713723,880.13,2,880.13
12575,Hibernating,0.97131604,622.82,2,622.82
17834,Hibernating,0.9712649,689.6700000000001,2,689.6700000000001
16277,Hibernating,0.9712195,188.69,1,188.69
15741,Hibernating,0.97121596,208.62,2,208.62
12845,Hibernating,0.97120595,354.09000000000003,4,354.09000000000003
13839,Hibernating,0.9712034,139.95000000000002,1,139.95000000000002
14942,Hibernating,0.9711909,746.56,4,746.56
13002,Hibernating,0.97118664,414.13,3,414.13
16158,Hibernating,0.97114974,628.32,9,628.32
13062,Hibernating,0.9711468,346.98,1,346.98
14374,Hibernating,0.9711147,108.0,1,108.0
12741,Hibernating,0.9710914,406.07,2,406.07
16060,Hibernating,0.9710606,541.95,3,541.95
14331,Hibernating,0.97103745,462.66,2,462.66
16526,Hibernating,0.9709887,717.21,2,717.21
16816,Hibernating,0.9709665,417.06,4,417.06
15213,Hibernating,0.97093225,328.35,2,328.35
17291,Hibernating,0.97092384,550.8000000000001,1,550.8000000000001
13257,Hibernating,0.9709082,149.75,1,149.75
12365,Hibernating,0.970831,641.38,2,641.38
16472,Hibernating,0.9708118,789.6,2,789.6
18286,Hibernating,0.97078323,1296.43,2,1296.43
15236,Hibernating,0.970768,321.05,1,321.05
17709,Hibernating,0.97076786,671.01,5,671.01
14143,Hibernating,0.97072464,115.8,1,115.8
15442,Hibernating,0.9707172,594.0,1,594.0
15940,Hibernating,0.9707102,35.8,1,35.8
17176,Hibernating,0.9706896,902.32,3,902.3199999999999
17066,Hibernating,0.9706297,228.34,1,228.34
12790,Hibernating,0.97061497,591.85,2,591.85
15333,Hibernating,0.97059643,1028.56,1,1028.56
12760,Hibernating,0.9705756,347.8,1,347.8
17683,Hibernating,0.9705739,819.01,3,819.01
16223,Hibernating,0.9705733,1087.05,2,1087.05
13893,Hibernating,0.9705712,821.1,1,821.1
12665,Hibernating,0.9705493,313.6,3,313.6
17992,Hibernating,0.9704751,252.88,1,252.88
14670,Hibernating,0.9704689,583.33,3,583.33
13733,Hibernating,0.97046226,487.03,2,487.03000000000003
13951,Hibernating,0.97045845,674.45,3,674.45
15349,Hibernating,0.9704248,463.91,2,463.91
17925,Hibernating,0.97037965,244.08,1,244.08
13834,Hibernating,0.9703753,324.19,2,324.19
12846,Hibernating,0.97035325,15.58,1,15.58
13943,Hibernating,0.9703456,246.54,1,246.54000000000002
14924,Hibernating,0.97032535,931.01,3,931.01
16269,Hibernating,0.97032195,717.57,1,717.57
14453,Hibernating,0.97027695,119.93,1,119.93
14351,Hibernating,0.9702616,51.0,1,51.0
14697,Hibernating,0.9702535,188.61,2,188.61
18113,Hibernating,0.9702296,76.32000000000001,1,76.32000000000001
13264,Hibernating,0.97022724,722.5600000000001,1,722.5600000000001
13216,Hibernating,0.9702009,333.74,1,333.74
15451,Hibernating,0.9701955,226.86,2,226.86
14303,Hibernating,0.9701671,277.94,2,277.94
12897,Hibernating,0.9701589,514.25,4,514.25
13936,Hibernating,0.9700767,939.66,3,939.6600000000001
13676,Hibernating,0.97003394,243.9,2,243.9
17473,Hibernating,0.9699513,607.0,2,607.0
13775,Hibernating,0.969943,1049.66,1,1049.66
16262,Hibernating,0.9699387,755.15,1,755.15
12573,Hibernating,0.9699118,717.41,5,717.41
16286,Hibernating,0.9698845,328.95,2,328.95
18234,Hibernating,0.96981704,179.6,1,179.6
14531,Hibernating,0.96980155,376.34,1,376.34
13201,Hibernating,0.96979934,1233.06,4,1233.06
16583,Hibernating,0.9697566,297.95,2,297.95
13747,Hibernating,0.9697017,169.8,2,169.8
18157,Hibernating,0.96969247,213.9,1,213.9
17401,Hibernating,0.9696509,114.85,1,114.85
15401,Hibernating,0.96962535,216.95,2,216.95
15655,Hibernating,0.96957064,560.6700000000001,1,560.6700000000001
16643,Hibernating,0.96956694,923.11,2,923.11
13043,Hibernating,0.9695665,516.42,1,516.42
15047,Hibernating,0.96956426,343.62,1,343.62
16405,Hibernating,0.969532,167.25,2,167.25
13194,Hibernating,0.9695109,472.78,2,472.78
16543,Hibernating,0.9694986,292.21,1,292.21
13346,Hibernating,0.9694911,299.4,6,299.4
12440,Hibernating,0.96948695,859.2,2,859.2
16216,Hibernating,0.9694779,914.93,1,914.9300000000001
16397,Hibernating,0.96946007,123.13,1,123.13
16733,Hibernating,0.9694446,259.68,1,259.68
15230,Hibernating,0.9694389,429.6,2,429.6
14962,Hibernating,0.96943384,366.91,4,366.91
13433,Hibernating,0.9694197,658.32,4,658.32
18140,Hibernating,0.9693918,536.41,1,536.41
15820,Hibernating,0.9693887,206.98,1,206.98
18146,Hibernating,0.9693871,160.35,2,160.35
17308,Hibernating,0.9693667,4511.76,2,4511.76
13600,Hibernating,0.9693466,518.42,2,518.42
17868,Hibernating,0.96934533,227.15,1,227.15
17408,Hibernating,0.96933794,316.09000000000003,3,316.09000000000003
14957,Hibernating,0.9693359,261.69,2,261.69
16435,Hibernating,0.96930975,1003.07,3,1003.0699999999999
15479,Hibernating,0.96930236,147.4,1,147.4
17378,Hibernating,0.96929854,10.95,1,10.95
15917,Hibernating,0.96928847,530.17,5,530.17
17352,Hibernating,0.96928215,36.25,1,36.25
12793,Hibernating,0.96927613,885.53,3,885.53
13041,Hibernating,0.96927387,799.13,4,799.13
17077,Hibernating,0.969234,306.0,1,306.0
13071,Hibernating,0.96921355,129.22,1,129.22
13025,Hibernating,0.96920544,323.39,1,323.39
12983,Hibernating,0.96918666,490.08,1,490.08
13913,Hibernating,0.9691602,42.22,1,42.22
15683,Hibernating,0.96915084,524.54,2,524.54
14469,Hibernating,0.9691222,2093.46,4,2093.46
17431,Hibernating,0.96912056,403.3,1,403.3
18018,Hibernating,0.9690214,297.99,4,297.99
12894,Hibernating,0.9689738,157.35,1,157.35
12750,Hibernating,0.96897,275.88,1,275.88
16398,Hibernating,0.9689686,1705.8,2,1705.8
17968,Hibernating,0.96893543,590.44,4,590.44
16078,Hibernating,0.9688731,362.99,2,362.99
17983,Hibernating,0.968851,171.71,1,171.71
17167,Hibernating,0.96884614,867.11,3,867.11
15648,Hibernating,0.9688278,639.5,2,639.5
13932,Hibernating,0.9687818,307.4,1,307.4
15278,Hibernating,0.9687655,496.16,4,496.16
16808,Hibernating,0.96870965,288.42,2,288.42
15915,Hibernating,0.9687029,364.45,1,364.45
14203,Hibernating,0.9686723,339.34,1,339.34
12954,Hibernating,0.96858525,162.45,1,162.45
14058,Hibernating,0.9684464,469.19,2,469.19
17689,Hibernating,0.9684322,317.08,2,317.08
12818,Hibernating,0.96839607,1542.08,1,1542.08
15718,Hibernating,0.96836424,293.79,1,293.79
17877,Hibernating,0.96833915,237.61,1,237.61
18248,Hibernating,0.9683257,804.02,2,804.02
16964,Hibernating,0.96832484,207.85,2,207.85
15751,Hibernating,0.96831447,1380.44,11,1380.44
14164,Hibernating,0.9682667,1631.77,2,1631.77
16166,Hibernating,0.968229,435.83,2,435.83
16508,Hibernating,0.9682243,240.95,1,240.95
15433,Hibernating,0.9682067,533.3,2,533.3
18026,Hibernating,0.96816796,2074.07,2,2074.07
13042,Hibernating,0.9681636,1488.59,3,1488.59
17541,Hibernating,0.96810406,119.86,1,119.86
16806,Hibernating,0.9680361,762.16,4,762.16
16849,Hibernating,0.96801364,124.57,1,124.57
12354,Hibernating,0.9680136,1079.4,1,1079.4
17577,Hibernating,0.9679538,348.75,2,348.75
14280,Hibernating,0.9679262,134.04,1,134.04
15552,Hibernating,0.967906,252.52,2,252.52
14840,Hibernating,0.9678808,362.71,2,362.71000000000004
18284,Hibernating,0.96787906,461.68,1,461.68
15979,Hibernating,0.96786755,329.22,1,329.21999999999997
15217,Hibernating,0.96781117,426.24,1,426.24
17303,Hibernating,0.9678092,250.04,1,250.04
15460,Hibernating,0.9677432,214.26,1,214.26
15662,Hibernating,0.96768963,283.73,2,283.73
16489,Hibernating,0.9676835,303.7,2,303.7
16001,Hibernating,0.9676765,583.39,1,583.39
12675,Hibernating,0.9676239,957.25,2,957.25
13944,Hibernating,0.9676192,200.43,1,200.43
16310,Hibernating,0.9675724,460.08,2,460.08
17506,Hibernating,0.96756893,302.2,1,302.2
14699,Hibernating,0.96752197,702.6,4,702.6
17494,Hibernating,0.9674462,54.7,1,54.7
15496,Hibernating,0.96734744,146.14,1,146.14
13720,Hibernating,0.967312,799.9,4,799.9
17124,Hibernating,0.9671797,294.24,1,294.24
14876,Hibernating,0.96708894,256.7,2,256.7
18024,Hibernating,0.9669855,389.78,2,389.78
18020,Hibernating,0.9669738,190.48,1,190.48000000000002
15282,Hibernating,0.9668969,348.59,1,348.59
12905,Hibernating,0.96682715,1018.42,2,1018.42
15126,Hibernating,0.96681976,449.49,2,449.49
17605,Hibernating,0.9668046,160.75,1,160.75
17036,Hibernating,0.9667196,176.9,1,176.9
16331,Hibernating,0.96670884,2037.7,6,2037.7
16649,Hibernating,0.9667067,306.58,1,306.58
12943,Hibernating,0.9666595,496.5,2,496.5
13191,Hibernating,0.96662205,164.69,1,164.69
15890,Hibernating,0.96658397,535.65,5,535.65
13972,Hibernating,0.9665832,190.25,2,190.25
15501,Hibernating,0.9664995,399.95,2,399.95
12707,Hibernating,0.9664887,603.42,1,603.42
14955,Hibernating,0.9664599,163.77,1,163.77
12666,Hibernating,0.96645945,1248.42,1,1248.42
15942,Hibernating,0.9664138,337.44,1,337.44
18275,Hibernating,0.96630293,741.85,2,741.85
12606,Hibernating,0.9662896,21.0,1,21.0
17708,Hibernating,0.96628344,884.1800000000001,4,884.1800000000001
13479,Hibernating,0.9662545,851.37,4,851.37
12521,Hibernating,0.9662484,599.68,1,599.68
13190,Hibernating,0.9662461,570.66,3,570.66
15899,Hibernating,0.96623224,56.25,1,56.25
17970,Hibernating,0.9661886,562.79,1,562.79
13898,Hibernating,0.96614486,686.4,2,686.4
17862,Hibernating,0.96614057,1254.89,4,1254.89
14003,Hibernating,0.9660642,209.41,1,209.41
17327,Hibernating,0.9660515,152.35,2,152.35
15887,Hibernating,0.9660412,1027.15,3,1027.15
16035,Hibernating,0.96597165,217.73,1,217.73
17818,Hibernating,0.96596766,124.78,1,124.78
16082,Hibernating,0.96596056,106.75,1,106.75
12351,Hibernating,0.9659325,300.93,1,300.93
13086,Hibernating,0.9659272,439.33,1,439.33000000000004
16635,Hibernating,0.9658819,473.0,1,473.0
15369,Hibernating,0.96587646,6251.26,11,6251.26
17245,Hibernating,0.965826,371.63,2,371.63
13288,Hibernating,0.96582097,927.61,5,927.61
16565,Hibernating,0.9657865,773.05,4,773.05
13229,Hibernating,0.96577805,160.95,1,160.95
14115,Hibernating,0.9657606,622.67,2,622.67
15437,Hibernating,0.96572644,393.45,2,393.45
12848,Hibernating,0.9656216,208.0,1,208.0
17099,Hibernating,0.96556747,582.17,1,582.17
16577,Hibernating,0.9655523,380.0,1,380.0
17953,Hibernating,0.9654974,159.17000000000002,1,159.17000000000002
