CustomerID,Segment,Churn_Probability,Risk_Category,Monetary,Frequency
13317,Champions,0.0030598554,Low Risk,6486.091,19
13318,New Customers,0.0051072272,Low Risk,640.76,3
13319,Champions,0.0019230803,Low Risk,21323.22,58
13320,Hibernating,0.25799823,Low Risk,2211.6,6
13321,New Customers,0.011198996,Low Risk,567.36,2
13322,New Customers,0.011303129,Low Risk,199.48,1
13323,New Customers,0.0048098876,Low Risk,787.85,5
13324,Champions,0.116089284,Low Risk,10513.47,18
13325,New Customers,0.012916217,Low Risk,675.3,1
13326,Hibernating,0.94689745,High Risk,281.76,1
13327,Champions,0.002190139,Low Risk,9134.48,20
13328,Hibernating,0.962974,High Risk,1308.48,1
13329,Champions,0.002239358,Low Risk,4808.77,8
13330,Hibernating,0.58056056,Medium Risk,2796.1,6
13331,Hibernating,0.9279828,High Risk,262.4,1
13332,New Customers,0.011904461,Low Risk,350.90000000000003,1
13333,Hibernating,0.979238,High Risk,1015.74,3
13334,Hibernating,0.38707918,Medium Risk,6201.8,5
13336,New Customers,0.00627464,Low Risk,795.12,1
13337,Hibernating,0.9636735,High Risk,1575.26,1
13338,Hibernating,0.58501935,Medium Risk,2445.62,4
13339,Hibernating,0.9540025,High Risk,860.12,1
13340,Champions,0.12959374,Low Risk,22100.56,12
13341,Hibernating,0.9837065,High Risk,775.85,1
13343,Hibernating,0.87357265,High Risk,353.43,1
13344,Hibernating,0.53028405,Medium Risk,2511.69,3
13345,Hibernating,0.88755715,High Risk,389.5,1
13346,Hibernating,0.9694911,High Risk,299.4,6
13347,Hibernating,0.66777706,High Risk,341.36,1
13348,Hibernating,0.5922642,Medium Risk,233.76,1
13349,New Customers,0.0061298423,Low Risk,247.32,1
13350,New Customers,0.010021974,Low Risk,979.12,2
13351,Hibernating,0.6292544,High Risk,373.94,1
13352,New Customers,0.015951958,Low Risk,397.98,1
13354,New Customers,0.0013301224,Low Risk,743.53,1
13355,Hibernating,0.9494794,High Risk,674.7,1
13356,New Customers,0.005921936,Low Risk,768.24,1
13357,Hibernating,0.88344735,High Risk,3805.51,5
13358,Hibernating,0.88882506,High Risk,439.03,1
13359,New Customers,0.03508147,Low Risk,1043.31,2
13360,Hibernating,0.92537403,High Risk,1553.65,4
13361,Hibernating,0.93318176,High Risk,1450.5,2
13362,Champions,0.021970322,Low Risk,5394.07,7
13363,New Customers,0.0064300094,Low Risk,1723.86,3
13364,Hibernating,0.5493962,Medium Risk,134.96,1
13365,New Customers,0.004140935,Low Risk,2225.37,2
13366,Hibernating,0.47840676,Medium Risk,56.16,1
13367,Hibernating,0.97735924,High Risk,510.2,1
13368,Hibernating,0.9480346,High Risk,1121.5,4
13369,Hibernating,0.94414794,High Risk,308.28000000000003,1
13370,Hibernating,0.9579056,High Risk,754.87,1
13371,Hibernating,0.9604769,High Risk,2297.66,2
13372,Hibernating,0.39533508,Medium Risk,378.64,1
13373,Champions,0.0013477504,Low Risk,7587.19,6
13374,Hibernating,0.98557067,High Risk,422.8,2
13375,Hibernating,0.37831286,Medium Risk,1792.23,2
13376,Hibernating,0.93219423,High Risk,1019.76,3
13377,Hibernating,0.92872447,High Risk,1552.88,2
13379,New Customers,0.006915545,Low Risk,572.56,3
13380,Hibernating,0.9388415,High Risk,62.4,1
13381,Champions,0.0017572574,Low Risk,8224.37,12
13382,Hibernating,0.87379324,High Risk,1387.58,5
13383,Hibernating,0.9524725,High Risk,305.28000000000003,1
13384,Champions,0.09751572,Low Risk,6680.83,11
13385,Hibernating,0.9838525,High Risk,534.57,1
13386,Hibernating,0.9804083,High Risk,835.46,2
13387,Hibernating,0.9339431,High Risk,186.94,1
13388,Hibernating,0.8931584,High Risk,1185.65,3
13389,New Customers,0.005516725,Low Risk,797.96,3
13390,Hibernating,0.9787935,High Risk,544.08,1
13391,Hibernating,0.98069465,High Risk,59.8,1
13392,Hibernating,0.91677463,High Risk,91.14,1
13393,Hibernating,0.94457656,High Risk,1131.45,4
13394,Champions,0.004341415,Low Risk,6621.7,19
13395,Hibernating,0.8758563,High Risk,1180.23,3
13396,New Customers,0.012261252,Low Risk,1360.99,2
13397,Hibernating,0.15469964,Low Risk,3191.87,10
13398,Hibernating,0.97950244,High Risk,670.34,2
13399,Hibernating,0.958533,High Risk,275.4,3
13400,Hibernating,0.9065416,High Risk,310.83,1
13402,Hibernating,0.85835296,High Risk,1226.85,4
13403,New Customers,0.002324551,Low Risk,229.5,3
13404,New Customers,0.002929278,Low Risk,252.49,2
13405,Hibernating,0.02260815,Low Risk,1213.811,6
13406,Hibernating,0.9743025,High Risk,568.92,2
13407,Hibernating,0.907996,High Risk,2244.7,3
13408,Champions,0.0017827818,Low Risk,50174.782,106
13410,Champions,0.0017827757,Low Risk,2201.96,9
13411,Hibernating,0.93694615,High Risk,213.55,1
13412,Hibernating,0.9741985,High Risk,487.35,1
13413,Hibernating,0.9789969,High Risk,429.44,6
13414,Hibernating,0.8562432,High Risk,2494.14,6
13415,Hibernating,0.9552903,High Risk,784.17,4
13416,New Customers,0.0021438398,Low Risk,940.8,3
13417,New Customers,0.001680368,Low Risk,1669.49,6
13418,Champions,0.0014459188,Low Risk,11559.66,31
13419,Hibernating,0.52732736,Medium Risk,221.06,1
13420,Hibernating,0.9532722,High Risk,159.85,2
13421,Champions,0.011057409,Low Risk,4058.75,8
13422,New Customers,0.001614664,Low Risk,2626.3,1
13423,Hibernating,0.91998804,High Risk,217.03,1
13424,Hibernating,0.9597673,High Risk,572.77,1
13425,Hibernating,0.82583344,High Risk,3390.4300000000003,5
13426,Champions,0.001547976,Low Risk,8167.38,22
13427,New Customers,0.000858723,Low Risk,1006.53,6
13428,New Customers,0.006978184,Low Risk,478.54,3
13429,New Customers,0.0036480455,Low Risk,1006.8,4
13430,New Customers,0.039652083,Low Risk,679.45,2
13431,Hibernating,0.117598265,Low Risk,3316.24,8
13432,Hibernating,0.993548,High Risk,439.1,2
13433,Hibernating,0.9694197,High Risk,658.32,4
13434,Hibernating,0.24996215,Low Risk,1666.86,5
13435,Champions,0.010259926,Low Risk,4447.33,9
13436,New Customers,0.016673615,Low Risk,196.89,1
13437,Champions,0.010742579,Low Risk,3408.06,7
13438,Hibernating,0.95728475,High Risk,46.5,1
13439,Hibernating,0.9809698,High Risk,986.61,3
13440,Hibernating,0.907798,High Risk,1295.25,7
13441,New Customers,0.4136929,Medium Risk,720.9,2
13442,Hibernating,0.99158305,High Risk,419.87,3
13443,Hibernating,0.8343437,High Risk,1273.16,6
13444,Hibernating,0.98862374,High Risk,619.08,2
13445,Hibernating,0.9457916,High Risk,241.9,1
13446,Hibernating,0.930117,High Risk,3881.89,11
13447,New Customers,0.002360552,Low Risk,1129.14,3
13448,Champions,0.0061031855,Low Risk,8745.93,13
13449,New Customers,0.0071008853,Low Risk,291.88,1
13450,Champions,0.01300065,Low Risk,4120.04,13
13451,Champions,0.055242214,Low Risk,7090.06,11
13452,Hibernating,0.94860274,High Risk,729.8,3
13453,Hibernating,0.9725409,High Risk,781.69,3
13454,Hibernating,0.83391744,High Risk,219.87,1
13455,New Customers,0.0009002014,Low Risk,2212.99,6
13456,New Customers,0.004530068,Low Risk,1766.72,6
13457,Hibernating,0.9611171,High Risk,148.22,2
13458,Champions,0.14687747,Low Risk,11959.27,16
13459,Hibernating,0.9422693,High Risk,1160.41,2
13460,New Customers,0.0056640906,Low Risk,183.44,2
13461,Champions,0.009223984,Low Risk,4160.0,6
13462,Hibernating,0.83354795,High Risk,1153.85,5
13464,Hibernating,0.41395906,Medium Risk,3097.64,6
13465,Hibernating,0.9898566,High Risk,931.12,2
13466,Hibernating,0.87788546,High Risk,1013.35,5
13467,New Customers,0.0035482612,Low Risk,1071.91,2
13468,Champions,0.002042899,Low Risk,12793.28,72
13469,Hibernating,0.82311213,High Risk,82.4,1
13470,Hibernating,0.93601525,High Risk,165.0,2
13471,New Customers,0.0017342765,Low Risk,2501.84,4
13472,Hibernating,0.9768336,High Risk,592.24,2
13473,Hibernating,0.018738814,Low Risk,2657.76,8
13474,Hibernating,0.9719928,High Risk,646.59,3
13475,Hibernating,0.8614448,High Risk,1431.78,4
13476,Hibernating,0.87461907,High Risk,2061.4700000000003,5
13477,Champions,0.0013736037,Low Risk,2819.17,11
13478,Hibernating,0.87692606,High Risk,2215.78,5
13479,Hibernating,0.9662545,High Risk,851.37,4
13480,Hibernating,0.98304236,High Risk,627.82,2
13481,Champions,0.0011727096,Low Risk,3830.84,11
13482,Hibernating,0.8709994,High Risk,336.09,2
13483,Hibernating,0.75668633,High Risk,140.34,1
13484,Hibernating,0.9480639,High Risk,790.72,3
13485,Hibernating,0.8358215,High Risk,3019.2200000000003,11
13486,Hibernating,0.46426123,Medium Risk,1122.41,3
13487,Hibernating,0.06958077,Low Risk,846.87,5
13488,Champions,0.0029785733,Low Risk,14205.96,23
13489,Hibernating,0.9615817,High Risk,449.52,4
13490,Hibernating,0.9613226,High Risk,154.25,1
13491,Champions,0.003705749,Low Risk,4467.66,27
13492,Hibernating,0.90134746,High Risk,1269.84,3
13493,Hibernating,0.97929686,High Risk,618.63,2
13494,Hibernating,0.94021285,High Risk,316.26000000000005,1
13495,Champions,0.001171096,Low Risk,4863.31,10
13496,New Customers,0.012831369,Low Risk,653.33,2
13497,Hibernating,0.74289674,High Risk,1166.8300000000002,6
13498,Hibernating,0.91928923,High Risk,327.38,1
13499,New Customers,0.016603218,Low Risk,1159.11,5
13500,New Customers,0.007200323,Low Risk,1466.3,4
13501,Hibernating,0.9433516,High Risk,2885.11,3
13502,New Customers,0.010184038,Low Risk,780.5,5
13503,Hibernating,0.22936915,Low Risk,1859.24,6
13504,Hibernating,0.31464487,Medium Risk,295.93,1
13505,Hibernating,0.5320302,Medium Risk,4393.63,4
13506,Hibernating,0.9120426,High Risk,1338.08,5
13507,New Customers,0.0018487031,Low Risk,2479.16,4
13508,Hibernating,0.98522794,High Risk,287.05,2
13509,New Customers,0.002400871,Low Risk,1114.72,8
13510,Champions,0.0018311047,Low Risk,4558.29,11
13511,Hibernating,0.9405341,High Risk,282.76,1
13512,Hibernating,0.9463837,High Risk,713.39,4
13513,Hibernating,0.90587616,High Risk,824.59,3
13514,Hibernating,0.34437642,Medium Risk,815.9000000000001,4
13515,Hibernating,0.19442496,Low Risk,1265.82,6
13516,New Customers,0.014982145,Low Risk,1685.26,4
13517,Hibernating,0.48937348,Medium Risk,2128.42,3
13518,Hibernating,0.96208394,High Risk,627.16,1
13519,New Customers,0.004381001,Low Risk,343.21,2
13520,Champions,0.0025474823,Low Risk,6606.0,11
13521,New Customers,0.003627032,Low Risk,1071.73,3
13522,New Customers,0.003318719,Low Risk,125.8,1
13523,Champions,0.010452433,Low Risk,4534.57,6
13524,New Customers,0.0033506113,Low Risk,680.1800000000001,5
13525,New Customers,0.02084359,Low Risk,628.78,2
13526,Hibernating,0.94012284,High Risk,1182.0,2
13527,Champions,0.0015896367,Low Risk,4541.29,12
13529,Hibernating,0.9408949,High Risk,307.76,2
13530,Hibernating,0.94757986,High Risk,402.98,1
13531,Hibernating,0.675164,High Risk,1433.07,6
13532,New Customers,0.009577791,Low Risk,210.31,1
13533,Hibernating,0.9573991,High Risk,269.09,3
13534,Champions,0.07518911,Low Risk,7720.900000000001,35
13535,Hibernating,0.98569226,High Risk,89.5,1
13536,Champions,0.011445034,Low Risk,3444.39,7
13537,Hibernating,0.9836272,High Risk,717.85,2
13538,Champions,0.011871039,Low Risk,3103.13,12
13539,Hibernating,0.8139521,High Risk,1569.36,7
13540,Hibernating,0.98812276,High Risk,632.39,3
13541,Hibernating,0.9852298,High Risk,785.25,2
13542,Hibernating,0.8435919,High Risk,3959.49,17
13543,Hibernating,0.93404055,High Risk,1439.61,2
13544,New Customers,0.003158327,Low Risk,790.2,6
13545,Hibernating,0.99116385,High Risk,364.93,2
13546,New Customers,0.0036758552,Low Risk,1086.24,5
13547,Hibernating,0.98041004,High Risk,167.08,1
13548,Hibernating,0.9449133,High Risk,901.44,3
13549,New Customers,0.0024608758,Low Risk,1005.8,8
13550,Hibernating,0.9820972,High Risk,342.55,1
13551,Hibernating,0.9419452,High Risk,244.2,2
13552,Champions,0.044751275,Low Risk,6948.92,22
13553,Hibernating,0.98345214,High Risk,499.6,1
13554,Hibernating,0.83187884,High Risk,1629.35,7
13555,Champions,0.062922545,Low Risk,8891.84,13
13556,Hibernating,0.9227898,High Risk,200.82,2
13557,Champions,0.003750577,Low Risk,3032.26,13
13558,New Customers,0.0048595774,Low Risk,594.52,4
13559,Hibernating,0.9862422,High Risk,990.0,2
13560,New Customers,0.0109089315,Low Risk,171.42000000000002,1
13561,Hibernating,0.8964392,High Risk,1803.4,11
13562,Hibernating,0.15350352,Low Risk,4838.18,8
13563,New Customers,0.026247196,Low Risk,777.53,2
13564,Champions,0.88427246,High Risk,16498.97,37
13565,New Customers,0.0073872562,Low Risk,414.8,3
13566,Hibernating,0.08393628,Low Risk,1688.6,5
13567,Hibernating,0.9807746,High Risk,1079.29,4
13568,Hibernating,0.96369904,High Risk,187.05,1
13569,New Customers,0.009430471,Low Risk,726.54,4
13570,Hibernating,0.9477379,High Risk,239.49,1
13571,Champions,0.0019378231,Low Risk,4537.26,26
13572,Hibernating,0.97962004,High Risk,1384.25,1
13573,Hibernating,0.27301434,Low Risk,904.52,6
13574,Hibernating,0.98752594,High Risk,404.45,1
13575,New Customers,0.002414989,Low Risk,732.07,5
13576,Champions,0.003400878,Low Risk,11202.59,28
13577,Champions,0.0014521097,Low Risk,3489.28,11
13578,Hibernating,0.94645154,High Risk,147.66,1
13579,New Customers,0.002858549,Low Risk,1374.34,5
13580,Hibernating,0.90835416,High Risk,107.75,1
13581,Hibernating,0.9938531,High Risk,280.53000000000003,2
13582,Hibernating,0.9401926,High Risk,241.68,2
13583,Hibernating,0.73625135,High Risk,1445.031,2
13584,Hibernating,0.9780382,High Risk,385.7,3
13585,Hibernating,0.9765944,High Risk,684.54,3
13586,Hibernating,0.98535776,High Risk,127.28,1
13587,Hibernating,0.16661635,Low Risk,1673.5,4
13588,Champions,0.013585198,Low Risk,2478.95,9
13589,New Customers,0.00086799916,Low Risk,1120.74,6
13590,Champions,0.0015826041,Low Risk,6336.04,18
13591,Hibernating,0.02582707,Low Risk,2093.94,7
13592,New Customers,0.0060842778,Low Risk,247.96,4
13593,Champions,0.6072626,High Risk,5493.29,14
13594,New Customers,0.009511474,Low Risk,533.32,2
13595,Hibernating,0.9831965,High Risk,784.48,3
13596,New Customers,0.004605301,Low Risk,664.11,2
13597,Hibernating,0.9819426,High Risk,396.71,2
13598,New Customers,0.0031725653,Low Risk,761.96,5
13599,Champions,0.001531372,Low Risk,9811.04,33
13600,Hibernating,0.9693466,High Risk,518.42,2
13601,New Customers,0.003771916,Low Risk,1159.99,4
13602,Hibernating,0.34074956,Medium Risk,1025.17,4
13603,New Customers,0.0034494,Low Risk,164.34,1
13604,Hibernating,0.9803939,High Risk,717.62,1
13605,Hibernating,0.99129665,High Risk,522.67,2
13606,New Customers,0.0050397823,Low Risk,276.75,3
13607,New Customers,0.0049982495,Low Risk,1075.81,2
13608,Hibernating,0.98117036,High Risk,232.05,1
13609,Hibernating,0.93625414,High Risk,167.35,1
13610,Champions,0.00093906175,Low Risk,2103.71,14
13611,Hibernating,0.019158626,Low Risk,3297.9300000000003,10
13612,Hibernating,0.97969776,High Risk,818.29,1
13613,Hibernating,0.91298157,High Risk,1039.85,5
13614,New Customers,0.00298117,Low Risk,2332.74,6
13615,Hibernating,0.8283906,High Risk,6272.53,8
13616,Hibernating,0.99429286,High Risk,283.85,2
13617,Hibernating,0.29114527,Low Risk,1278.75,8
13618,Hibernating,0.86900455,High Risk,177.34,1
13619,Hibernating,0.9873126,High Risk,224.94,2
13620,Hibernating,0.926591,High Risk,112.34,1
13621,Hibernating,0.8625322,High Risk,213.85,1
13622,Hibernating,0.9781868,High Risk,658.95,1
13623,Champions,0.0008471334,Low Risk,2533.06,10
13624,Hibernating,0.9714472,High Risk,462.08,1
13625,Hibernating,0.95379806,High Risk,301.26,1
13626,Hibernating,0.93051815,High Risk,707.04,2
13627,Hibernating,0.16031379,Low Risk,2245.9,7
13628,Hibernating,0.97238153,High Risk,310.14,1
13629,Champions,0.016854836,Low Risk,13370.86,19
13630,Champions,0.012353774,Low Risk,2031.78,7
13631,Hibernating,0.94599587,High Risk,3070.42,11
13632,Champions,0.027454147,Low Risk,3645.81,8
13634,Champions,0.0041203,Low Risk,5033.77,16
13635,Hibernating,0.007262286,Low Risk,2999.16,4
13636,New Customers,0.0014557033,Low Risk,949.12,5
13637,New Customers,0.014531304,Low Risk,804.3,3
13638,New Customers,0.0020022457,Low Risk,122.64,1
13639,Hibernating,0.22303413,Low Risk,1346.27,2
13640,Hibernating,0.9625678,High Risk,405.0,1
13641,Hibernating,0.9455263,High Risk,1016.47,5
13642,Hibernating,0.9806677,High Risk,472.2,4
13643,Champions,0.0013525757,Low Risk,2156.77,10
13644,New Customers,0.0033649586,Low Risk,2624.26,4
13645,Hibernating,0.8907587,High Risk,252.1,1
13646,Hibernating,0.99319965,High Risk,326.25,2
13647,Champions,0.008520849,Low Risk,3041.68,8
13648,Hibernating,0.9389086,High Risk,1764.02,8
13649,Hibernating,0.90487427,High Risk,1453.68,6
13650,Champions,0.0012323973,Low Risk,3288.0,10
13651,New Customers,0.014682192,Low Risk,226.85,3
13652,Hibernating,0.06342801,Low Risk,2262.05,5
13653,Hibernating,0.96517265,High Risk,152.2,1
13654,Champions,0.0013190843,Low Risk,6308.0,11
13655,Hibernating,0.65656203,High Risk,2280.51,6
13656,Hibernating,0.79432756,High Risk,1078.85,4
13657,New Customers,0.008203193,Low Risk,382.14,2
13658,Champions,0.0021300968,Low Risk,6025.5,9
13659,Hibernating,0.9264351,High Risk,4884.68,12
13660,Hibernating,0.99172217,High Risk,306.64,1
13661,Hibernating,0.94185275,High Risk,325.24,1
13662,Hibernating,0.74494976,High Risk,2233.61,11
13663,Hibernating,0.86402094,High Risk,2047.51,5
13665,Hibernating,0.8994799,High Risk,1711.66,3
13666,New Customers,0.00335477,Low Risk,127.9,5
13667,Hibernating,0.95899266,High Risk,299.05,1
13668,Champions,0.004402616,Low Risk,12948.48,35
13669,New Customers,0.0031659428,Low Risk,413.55,3
13670,Hibernating,0.8934435,High Risk,349.7,1
13671,Hibernating,0.9769034,High Risk,172.6,1
13672,Hibernating,0.9611747,High Risk,419.92,3
13673,New Customers,0.012229772,Low Risk,387.44,2
13674,Hibernating,0.9772399,High Risk,240.68,1
13675,Hibernating,0.9521011,High Risk,486.8200000000001,2
13676,Hibernating,0.97003394,High Risk,243.9,2
13677,Hibernating,0.97934854,High Risk,551.24,2
13678,Hibernating,0.935157,High Risk,232.6,1
13679,Hibernating,0.98580396,High Risk,281.26,3
13680,Champions,0.004789252,Low Risk,11419.67,12
13681,New Customers,0.0018854404,Low Risk,827.83,4
13682,Hibernating,0.98078924,High Risk,59.5,1
13683,Hibernating,0.9592576,High Risk,258.6,1
13684,Hibernating,0.98818564,High Risk,594.88,4
13685,Champions,0.011523781,Low Risk,3119.44,7
13686,Hibernating,0.9608573,High Risk,409.04,3
13687,Hibernating,0.8670635,High Risk,11880.84,1
13688,Hibernating,0.9133905,High Risk,375.5,1
13689,New Customers,0.0066880183,Low Risk,1259.5,2
13690,Hibernating,0.6158451,High Risk,172.25,1
13691,Hibernating,0.9575668,High Risk,212.78,1
13692,New Customers,0.0038612995,Low Risk,3114.4,5
13693,Hibernating,0.85969394,High Risk,2011.82,9
13694,Champions,0.0022448397,Low Risk,195640.69,143
13695,Champions,0.012289883,Low Risk,2770.73,16
13696,Hibernating,0.932319,High Risk,2020.4,3
13697,New Customers,0.006335964,Low Risk,151.3,1
13698,Hibernating,0.9906432,High Risk,451.73,2
13699,Hibernating,0.95289814,High Risk,764.15,2
13700,Champions,0.0022764641,Low Risk,2596.9700000000003,13
13701,Hibernating,0.858462,High Risk,161.0,1
13702,Hibernating,0.91242737,High Risk,135.18,1
13703,Hibernating,0.990473,High Risk,425.56,2
13704,Champions,0.00838079,Low Risk,2308.06,9
13705,Champions,0.03232375,Low Risk,1717.19,7
13706,Hibernating,0.98855907,High Risk,631.1700000000001,2
13707,Hibernating,0.9156163,High Risk,3365.86,5
13708,Hibernating,0.9894637,High Risk,285.33,1
13709,Champions,0.0034460695,Low Risk,7571.35,18
13710,New Customers,0.006304529,Low Risk,509.52,3
13711,Hibernating,0.7033975,High Risk,1792.26,9
13712,Hibernating,0.93693763,High Risk,766.42,2
13713,Hibernating,0.9906533,High Risk,740.76,3
13714,Hibernating,0.98507166,High Risk,161.35,1
13715,Champions,0.5611903,Medium Risk,8153.04,17
13716,Hibernating,0.861502,High Risk,138.28,1
13717,Champions,0.010477937,Low Risk,1763.3,8
13718,Hibernating,0.9485107,High Risk,306.55,2
13719,Champions,0.019100606,Low Risk,2783.08,11
13720,Hibernating,0.967312,High Risk,799.9,4
13721,New Customers,0.004247994,Low Risk,741.54,2
13722,Hibernating,0.9163201,High Risk,5635.41,10
13723,Hibernating,0.7848324,High Risk,1194.08,6
13724,Hibernating,0.9905007,High Risk,213.01,1
13725,Hibernating,0.65212595,High Risk,1980.56,8
13726,New Customers,0.00411607,Low Risk,1079.66,2
13727,New Customers,0.0020700002,Low Risk,1074.15,8
13728,Champions,0.0018580748,Low Risk,2855.17,16
13729,Hibernating,0.9835084,High Risk,724.73,3
13730,Hibernating,0.9767785,High Risk,752.6,2
13731,Hibernating,0.9881445,High Risk,610.59,2
13732,New Customers,0.010072327,Low Risk,491.86,1
13733,Hibernating,0.97046226,High Risk,487.03,2
13734,Hibernating,0.9588909,High Risk,6695.6900000000005,4
13735,Champions,0.0032165805,Low Risk,9762.77,13
13736,Champions,0.0014163306,Low Risk,2752.47,7
13737,Hibernating,0.9880711,High Risk,339.6,1
13738,Hibernating,0.9859445,High Risk,434.78,1
13739,New Customers,0.0056508128,Low Risk,292.2,2
13740,Hibernating,0.7141064,High Risk,1582.77,5
13741,New Customers,0.016986232,Low Risk,668.4300000000001,3
13742,Champions,0.0413987,Low Risk,3107.87,12
13743,New Customers,0.0042442605,Low Risk,1341.6,7
13744,Hibernating,0.9026619,High Risk,1080.52,2
13745,Hibernating,0.9260163,High Risk,777.36,2
13746,Hibernating,0.9221561,High Risk,176.69,1
13747,Hibernating,0.9697017,High Risk,169.8,2
13748,Hibernating,0.6402114,High Risk,2064.35,9
13750,Champions,0.012263845,Low Risk,3602.18,11
13751,Hibernating,0.94731253,High Risk,296.25,1
13752,Hibernating,0.8059256,High Risk,1579.8300000000002,7
13753,Hibernating,0.6513193,High Risk,2094.57,4
13754,Hibernating,0.9593581,High Risk,447.05,3
13755,Champions,0.0076866806,Low Risk,2108.06,9
13756,Champions,0.002080336,Low Risk,8655.95,23
13757,Hibernating,0.96011716,High Risk,195.55,1
13758,Champions,0.0046612034,Low Risk,8698.13,15
13759,New Customers,0.009826529,Low Risk,659.4100000000001,2
13760,Hibernating,0.35422686,Medium Risk,1363.64,5
13761,Hibernating,0.08094911,Low Risk,1952.17,6
13762,Hibernating,0.8567798,High Risk,2472.48,5
13763,Hibernating,0.19558279,Low Risk,5217.44,3
13764,Hibernating,0.14050944,Low Risk,2919.62,6
13765,Hibernating,0.8145223,High Risk,352.821,1
13766,Hibernating,0.9446496,High Risk,190.35,1
13767,Champions,0.0015529157,Low Risk,33903.57,73
13768,Hibernating,0.98581845,High Risk,875.97,2
13769,Champions,0.001694066,Low Risk,5478.12,20
13770,Hibernating,0.98294824,High Risk,785.37,4
13771,Champions,0.046157766,Low Risk,5728.82,9
13772,Champions,0.015286575,Low Risk,3100.02,8
13773,Hibernating,0.94529814,High Risk,301.54,2
13774,Hibernating,0.7541126,High Risk,345.0,1
13775,Hibernating,0.969943,High Risk,1049.66,1
13776,Hibernating,0.97912097,High Risk,623.98,2
13777,Champions,0.003615048,Low Risk,49638.26,61
13778,Hibernating,0.9000693,High Risk,1124.49,4
13779,Hibernating,0.98340166,High Risk,161.13,1
13780,New Customers,0.0038591214,Low Risk,732.07,3
13781,Hibernating,0.9718366,High Risk,778.83,3
13782,Champions,0.006160806,Low Risk,1786.08,13
13783,Hibernating,0.9605085,High Risk,1542.09,4
13784,Champions,0.030305462,Low Risk,2910.23,14
13785,Hibernating,0.97343856,High Risk,542.49,4
13786,Hibernating,0.8619043,High Risk,3127.99,6
13787,Hibernating,0.124316044,Low Risk,1222.5,6
13788,Hibernating,0.8858487,High Risk,3.75,1
13789,Hibernating,0.8926007,High Risk,239.46,1
13790,New Customers,0.016697397,Low Risk,348.79999999999995,1
13791,Hibernating,0.98185617,High Risk,1516.0,2
13792,New Customers,0.0065655177,Low Risk,383.95,3
13793,Hibernating,0.88103664,High Risk,96.0,1
13794,Hibernating,0.876519,High Risk,126.03,1
13795,Hibernating,0.97975504,High Risk,836.3,4
13796,Hibernating,0.91157377,High Risk,289.7,1
13797,Hibernating,0.8618845,High Risk,1179.45,3
13798,Champions,0.0040977746,Low Risk,75428.87,110
13799,Hibernating,0.7008945,High Risk,2803.57,9
13800,Hibernating,0.81645936,High Risk,1679.56,3
13801,Hibernating,0.7974068,High Risk,324.8,1
13802,Champions,0.6116514,High Risk,26259.11,19
13803,Hibernating,0.8209402,High Risk,1338.91,3
13804,Champions,0.009017182,Low Risk,3161.12,9
13805,New Customers,0.021085598,Low Risk,924.6,2
13806,Hibernating,0.69015807,High Risk,256.38,1
13807,Hibernating,0.95818466,High Risk,422.2,3
13808,New Customers,0.0027943486,Low Risk,1747.66,5
13809,Hibernating,0.97783685,High Risk,679.6999999999999,3
13810,New Customers,0.03121511,Low Risk,1499.01,3
13811,Hibernating,0.8893993,High Risk,814.5,3
13812,New Customers,0.007111978,Low Risk,539.0,3
13813,Champions,0.0008074628,Low Risk,2765.4700000000003,8
13814,Hibernating,0.53906596,Medium Risk,2257.32,3
13815,Champions,0.009176665,Low Risk,7475.74,8
13816,New Customers,0.08308487,Low Risk,571.6700000000001,2
13817,New Customers,0.00591711,Low Risk,382.98,2
13818,Hibernating,0.9338256,High Risk,61.28,1
13819,Hibernating,0.56680256,Medium Risk,2642.35,6
13820,Hibernating,0.9850347,High Risk,652.75,3
13821,Hibernating,0.69485265,High Risk,1379.08,6
13822,New Customers,0.017475883,Low Risk,632.0,2
13823,Champions,0.0017595893,Low Risk,3403.4500000000003,7
13824,Champions,0.006226209,Low Risk,3314.76,12
13825,Hibernating,0.9897176,High Risk,255.59,2
13826,Hibernating,0.9455025,High Risk,189.5,1
13827,New Customers,0.008247538,Low Risk,409.8,3
13828,New Customers,0.009926713,Low Risk,209.49,1
13829,Hibernating,0.97608227,High Risk,102.0,1
13830,Hibernating,0.9578751,High Risk,156.85000000000002,1
13831,Champions,0.0014011072,Low Risk,6585.54,18
13832,New Customers,0.02226258,Low Risk,609.89,2
13833,Hibernating,0.983417,High Risk,700.41,2
13834,Hibernating,0.9703753,High Risk,324.19,2
13835,New Customers,0.0031456219,Low Risk,1095.27,7
13836,Hibernating,0.9596472,High Risk,620.37,2
13837,Hibernating,0.9810929,High Risk,266.59000000000003,2
13838,Champions,0.02349789,Low Risk,1690.07,10
13839,Hibernating,0.9712034,High Risk,139.95000000000002,1
13840,Hibernating,0.96517044,High Risk,651.4,1
13841,Hibernating,0.9512413,High Risk,85.0,1
13842,Champions,0.059282858,Low Risk,5319.34,18
13843,Hibernating,0.93802613,High Risk,319.75,1
13844,New Customers,0.005581778,Low Risk,361.62,1
13845,Hibernating,0.76898,High Risk,312.98,1
13846,New Customers,0.007368912,Low Risk,1307.79,4
13847,Hibernating,0.9789315,High Risk,310.72,1
13848,Hibernating,0.8685537,High Risk,3015.0,8
13849,Hibernating,0.15291347,Low Risk,3469.3,5
