CustomerID,TotalRevenue,TotalOrders,TotalQuantity,FirstPurchase,LastPurchase,Tenure,AvgOrderValue
13150,449.96999999999997,3,171,2010-03-19 09:03:00,2010-08-12 12:59:00,146,149.98999999999998
13151,2465.21,3,813,2010-03-22 10:26:00,2011-02-17 12:29:00,332,821.7366666666667
13152,2146.38,7,977,2010-01-14 10:01:00,2010-10-18 13:44:00,277,306.6257142857143
13153,486.22,1,418,2011-12-04 12:14:00,2011-12-04 12:14:00,0,486.22
13154,1624.84,3,976,2009-12-04 08:46:00,2010-11-05 16:00:00,336,541.6133333333333
13155,1370.48,6,741,2010-08-05 09:30:00,2011-11-06 15:41:00,458,228.41333333333333
13156,1586.54,3,914,2010-02-01 13:45:00,2010-11-19 13:09:00,290,528.8466666666667
13157,5687.36,9,4762,2010-03-08 11:59:00,2011-10-21 13:50:00,592,631.9288888888889
13158,1508.18,5,992,2010-11-16 17:12:00,2011-09-06 11:58:00,293,301.636
13159,1429.35,4,1058,2011-08-16 11:44:00,2011-12-01 11:20:00,106,357.3375
13160,91.8,1,56,2011-11-17 13:07:00,2011-11-17 13:07:00,0,91.8
13161,472.13,2,105,2010-07-27 12:44:00,2011-01-30 14:03:00,187,236.065
13162,9275.49,16,5755,2009-12-04 13:59:00,2011-08-09 15:59:00,613,579.718125
13163,17.65,1,3,2010-04-08 16:21:00,2010-04-08 16:21:00,0,17.65
13164,372.2,2,120,2010-02-10 11:52:00,2010-05-19 13:52:00,98,186.1
13165,1451.1599999999999,3,1736,2010-10-22 17:04:00,2011-10-24 15:05:00,366,483.71999999999997
13166,875.93,2,522,2010-10-21 14:29:00,2011-03-01 15:16:00,131,437.965
13167,1125.15,5,1007,2010-11-14 12:58:00,2011-11-21 12:24:00,371,225.03000000000003
13168,1840.73,5,898,2010-06-15 15:00:00,2011-11-03 12:56:00,505,368.146
13169,840.08,3,296,2010-05-26 15:58:00,2011-10-07 12:11:00,498,280.0266666666667
13170,108.81,1,141,2011-11-13 12:19:00,2011-11-13 12:19:00,0,108.81
13171,468.41,3,229,2011-02-13 14:16:00,2011-11-18 10:27:00,277,156.13666666666668
13172,69.6,1,48,2010-11-04 15:10:00,2010-11-04 15:10:00,0,69.6
13173,2399.82,11,1481,2009-12-10 12:52:00,2011-12-05 15:51:00,725,218.16545454545457
13174,7995.36,12,3794,2009-12-04 15:40:00,2011-11-23 14:35:00,718,666.28
13175,831.45,2,423,2009-12-04 12:11:00,2010-05-06 13:13:00,153,415.725
13176,481.49,1,448,2011-10-24 15:43:00,2011-10-24 15:43:00,0,481.49
13177,512.2,2,180,2010-10-05 10:35:00,2011-10-06 09:56:00,365,256.1
13178,14059.19,21,8778,2009-12-16 14:00:00,2011-11-13 16:14:00,697,669.4852380952382
13179,572.3100000000001,1,368,2010-03-31 11:40:00,2010-03-31 11:40:00,0,572.3100000000001
13180,86.10000000000001,1,42,2010-04-11 13:37:00,2010-04-11 13:37:00,0,86.10000000000001
13181,359.69,1,171,2010-11-23 15:05:00,2010-11-23 15:05:00,0,359.69
13182,121.18,1,201,2011-10-25 13:46:00,2011-10-25 13:46:00,0,121.18
13183,7036.18,15,4027,2010-03-14 12:32:00,2011-12-02 10:30:00,627,469.07866666666666
13184,1668.95,10,1662,2011-02-22 17:25:00,2011-11-25 12:02:00,275,166.895
13185,71.4,1,12,2011-03-17 11:56:00,2011-03-17 11:56:00,0,71.4
13186,1575.89,3,820,2011-08-03 09:09:00,2011-10-31 11:40:00,89,525.2966666666667
13187,341.36,4,296,2010-03-25 17:18:00,2011-01-06 18:57:00,287,85.34
13188,114.6,1,25,2011-11-28 15:28:00,2011-11-28 15:28:00,0,114.6
13189,260.68,2,842,2011-08-16 13:12:00,2011-11-21 10:39:00,96,130.34
13190,570.66,3,308,2009-12-07 12:13:00,2010-06-13 15:47:00,188,190.22
13191,164.69,1,115,2010-02-19 17:02:00,2010-02-19 17:02:00,0,164.69
13192,2558.58,6,1629,2010-01-22 08:37:00,2011-09-05 14:13:00,591,426.43
13193,112.08,1,46,2011-10-09 14:30:00,2011-10-09 14:30:00,0,112.08
13194,472.78,2,326,2010-10-14 11:54:00,2011-07-27 09:01:00,285,236.39
13195,136.73,1,70,2010-10-21 13:07:00,2010-10-21 13:07:00,0,136.73
13196,3068.84,7,2006,2010-04-01 12:54:00,2011-11-28 13:54:00,606,438.4057142857143
13197,373.01000000000005,1,204,2010-04-09 09:14:00,2010-04-09 09:14:00,0,373.01000000000005
13198,4974.2300000000005,8,3449,2010-10-01 13:27:00,2011-11-29 15:17:00,424,621.7787500000001
13199,15964.210000000001,67,11567,2009-12-05 10:11:00,2011-12-06 12:30:00,731,238.27179104477614
13200,870.09,4,516,2011-08-05 14:50:00,2011-11-20 15:35:00,107,217.5225
13201,1233.06,4,1036,2010-03-07 11:01:00,2010-07-25 14:30:00,140,308.265
13202,1580.3,7,572,2009-12-09 10:48:00,2010-11-10 16:24:00,336,225.75714285714284
13203,2648.25,10,2413,2009-12-17 14:15:00,2011-11-30 10:45:00,712,264.825
13204,966.6600000000001,1,428,2009-12-08 14:56:00,2009-12-08 14:56:00,0,966.6600000000001
13205,2803.2,1,256,2010-09-22 16:26:00,2010-09-22 16:26:00,0,2803.2
13206,8308.19,13,7086,2009-12-07 13:48:00,2010-11-04 16:50:00,332,639.0915384615384
13207,535.86,4,178,2010-04-06 16:37:00,2011-11-24 14:52:00,596,133.965
13208,1976.3,9,1343,2009-12-03 13:25:00,2011-10-12 09:54:00,677,219.58888888888887
13209,8509.51,13,5781,2010-01-24 14:30:00,2011-11-09 13:54:00,653,654.5776923076924
13210,353.48,1,316,2011-09-07 08:18:00,2011-09-07 08:18:00,0,353.48
13211,2618.77,10,1845,2009-12-06 15:24:00,2011-11-29 14:43:00,722,261.877
13212,786.83,3,309,2011-10-09 14:48:00,2011-11-20 12:40:00,41,262.2766666666667
13213,3851.52,11,2962,2010-05-20 14:50:00,2011-10-14 11:42:00,511,350.1381818181818
13214,3264.23,7,2966,2010-03-03 14:10:00,2010-10-18 10:00:00,228,466.31857142857143
13215,81.6,1,96,2010-11-02 18:26:00,2010-11-02 18:26:00,0,81.6
13216,333.74,1,297,2011-03-17 12:18:00,2011-03-17 12:18:00,0,333.74
13217,666.48,4,512,2010-02-22 12:49:00,2011-08-09 15:32:00,533,166.62
13218,62.64,1,88,2011-08-04 16:59:00,2011-08-04 16:59:00,0,62.64
13219,76.23,1,11,2010-03-31 14:18:00,2010-03-31 14:18:00,0,76.23
13220,1336.0900000000001,5,396,2010-05-13 10:35:00,2011-09-22 13:38:00,497,267.218
13221,847.41,2,244,2010-12-15 13:24:00,2011-04-13 16:58:00,119,423.705
13222,88.5,1,30,2010-05-11 13:54:00,2010-05-11 13:54:00,0,88.5
13223,969.12,6,568,2010-02-12 13:27:00,2011-05-23 13:03:00,464,161.52
13224,2155.95,2,1518,2011-07-11 14:10:00,2011-10-10 14:55:00,91,1077.975
13225,16260.07,16,7401,2009-12-17 09:09:00,2011-12-06 13:29:00,719,1016.254375
13226,312.46,2,179,2010-11-11 13:46:00,2011-03-11 14:35:00,120,156.23
13227,257.7,1,99,2011-05-22 11:47:00,2011-05-22 11:47:00,0,257.7
13228,358.0,1,200,2011-09-19 14:28:00,2011-09-19 14:28:00,0,358.0
13229,160.95,1,63,2011-04-28 12:07:00,2011-04-28 12:07:00,0,160.95
13230,6120.01,30,3520,2010-03-18 20:02:00,2011-12-05 16:03:00,626,204.00033333333334
13232,1328.35,7,773,2011-04-10 13:48:00,2011-11-27 10:39:00,230,189.7642857142857
13233,1176.46,4,1604,2010-01-14 14:10:00,2011-09-26 13:25:00,619,294.115
13234,346.5,2,159,2009-12-07 12:32:00,2010-02-05 11:41:00,59,173.25
13235,1031.07,1,441,2011-05-11 17:13:00,2011-05-11 17:13:00,0,1031.07
13236,744.85,2,416,2011-08-25 08:58:00,2011-11-15 12:50:00,82,372.425
13237,643.0,1,128,2010-11-17 10:07:00,2010-11-17 10:07:00,0,643.0
13238,1006.63,6,442,2010-04-28 15:02:00,2011-11-22 15:37:00,573,167.77166666666668
13239,1594.69,5,1151,2010-07-25 13:34:00,2011-03-23 10:25:00,240,318.938
13240,1475.79,8,709,2010-02-25 13:17:00,2011-09-04 14:08:00,556,184.47375
13241,112.53,1,46,2010-10-24 11:17:00,2010-10-24 11:17:00,0,112.53
13242,699.4,7,350,2010-02-09 13:12:00,2011-08-19 12:53:00,555,99.91428571428571
13243,1220.38,5,554,2010-03-18 13:10:00,2011-05-20 13:14:00,428,244.07600000000002
13244,121.74000000000001,1,38,2011-09-08 11:46:00,2011-09-08 11:46:00,0,121.74000000000001
13245,989.22,2,371,2010-10-03 14:03:00,2011-10-20 11:40:00,381,494.61
13246,3351.75,11,2796,2010-07-02 13:36:00,2011-11-21 16:50:00,507,304.70454545454544
13247,501.12,4,328,2011-09-18 11:31:00,2011-11-22 10:59:00,64,125.28
13248,465.68,2,305,2011-06-03 13:05:00,2011-08-07 12:40:00,64,232.84
13249,1608.9299999999998,9,1246,2010-01-24 12:11:00,2011-09-08 13:26:00,592,178.76999999999998
13250,253.09,2,107,2010-07-25 14:01:00,2010-09-05 11:33:00,41,126.545
13251,252.68,1,215,2010-11-02 13:20:00,2010-11-02 13:20:00,0,252.68
13252,399.3,2,134,2010-03-24 10:30:00,2010-11-10 16:00:00,231,199.65
13253,2951.11,4,3015,2010-01-05 12:13:00,2011-07-06 10:09:00,546,737.7775
13254,51.41,1,43,2010-11-28 15:42:00,2010-11-28 15:42:00,0,51.41
13255,678.76,3,407,2010-07-15 13:20:00,2011-11-30 13:14:00,502,226.25333333333333
13257,149.75,1,33,2010-09-29 14:58:00,2010-09-29 14:58:00,0,149.75
13258,1009.43,5,446,2010-11-04 12:45:00,2011-11-28 09:31:00,388,201.886
13259,1402.54,9,503,2010-01-10 10:26:00,2011-10-09 10:48:00,637,155.83777777777777
13260,557.62,1,142,2011-10-09 13:21:00,2011-10-09 13:21:00,0,557.62
13261,944.1,2,210,2011-02-27 10:41:00,2011-03-16 12:22:00,17,472.05
13262,573.45,3,247,2010-04-18 12:14:00,2011-03-21 15:06:00,337,191.15
13263,8676.2,39,5372,2010-10-22 17:07:00,2011-12-08 13:59:00,411,222.4666666666667
13264,722.5600000000001,1,375,2010-09-23 12:42:00,2010-09-23 12:42:00,0,722.5600000000001
13265,2092.66,5,1740,2011-03-11 09:54:00,2011-10-17 15:02:00,220,418.532
13266,6135.04,19,6837,2009-12-17 10:52:00,2011-11-28 14:39:00,711,322.89684210526315
13267,9429.81,36,3959,2009-12-07 16:56:00,2011-12-07 11:12:00,729,261.93916666666667
13268,3174.75,11,3624,2011-03-17 13:20:00,2011-11-22 11:51:00,249,288.6136363636364
13269,8537.32,28,6366,2009-12-02 11:47:00,2011-12-08 14:53:00,736,304.9042857142857
13270,590.0,1,200,2010-12-08 14:53:00,2010-12-08 14:53:00,0,590.0
13271,211.49,1,240,2011-11-02 14:31:00,2011-11-02 14:31:00,0,211.49
13272,276.56,2,96,2011-09-11 12:06:00,2011-11-08 14:00:00,58,138.28
13273,138.98,1,153,2011-08-18 14:02:00,2011-08-18 14:02:00,0,138.98
13274,360.85,1,199,2010-10-26 13:48:00,2010-10-26 13:48:00,0,360.85
13275,238.86,2,138,2010-03-17 14:05:00,2010-11-21 12:09:00,248,119.43
13276,1891.91,5,840,2010-03-07 14:05:00,2011-10-07 12:44:00,578,378.382
13277,523.3,7,382,2010-06-18 08:45:00,2011-11-24 09:21:00,524,74.75714285714285
13278,1435.85,4,1358,2010-04-08 11:59:00,2011-10-30 11:49:00,569,358.9625
13279,137.75,1,73,2011-09-22 17:24:00,2011-09-22 17:24:00,0,137.75
13280,2293.33,7,1489,2010-03-05 09:07:00,2011-08-09 13:14:00,522,327.61857142857144
13281,350.85,1,201,2010-09-26 16:03:00,2010-09-26 16:03:00,0,350.85
13282,1313.19,4,410,2010-10-29 14:11:00,2011-11-21 15:33:00,388,328.2975
13283,373.36,4,204,2010-03-09 14:36:00,2011-10-11 09:50:00,580,93.34
13284,201.19,1,91,2011-01-13 09:23:00,2011-01-13 09:23:00,0,201.19
13285,3364.59,6,2457,2010-03-25 14:26:00,2011-11-16 13:19:00,600,560.765
13286,734.91,1,274,2010-04-18 15:35:00,2010-04-18 15:35:00,0,734.91
13287,781.59,3,429,2010-01-04 10:43:00,2010-04-15 15:26:00,101,260.53000000000003
13288,927.61,5,379,2010-02-11 14:59:00,2010-09-22 16:32:00,223,185.522
13289,307.95,1,119,2009-12-16 11:53:00,2009-12-16 11:53:00,0,307.95
13290,208.63,1,1,2010-09-27 16:29:00,2010-09-27 16:29:00,0,208.63
13291,3270.79,11,1600,2010-02-11 18:36:00,2011-07-07 10:36:00,510,297.3445454545454
13292,994.51,5,530,2010-07-01 14:36:00,2011-11-01 10:04:00,487,198.902
13293,1192.94,6,555,2010-02-09 12:05:00,2010-11-12 13:28:00,276,198.82333333333335
13294,1689.53,3,996,2010-03-03 12:54:00,2011-06-03 08:54:00,456,563.1766666666666
13295,1101.97,4,733,2010-05-12 09:13:00,2010-12-15 11:21:00,217,275.4925
13296,792.51,6,653,2010-05-11 14:29:00,2011-07-25 13:46:00,439,132.085
13297,4368.62,7,2694,2010-06-15 12:35:00,2011-12-02 09:32:00,534,624.0885714285714
13298,360.0,1,96,2011-12-08 13:11:00,2011-12-08 13:11:00,0,360.0
13299,1218.7,3,416,2010-06-29 11:30:00,2011-03-16 12:55:00,260,406.23333333333335
13300,1285.51,3,455,2010-05-14 15:56:00,2011-06-23 13:09:00,404,428.50333333333333
13301,618.09,4,345,2011-02-20 13:13:00,2011-08-28 11:25:00,188,154.5225
13302,159.2,2,12,2010-07-01 12:32:00,2011-07-07 17:56:00,371,79.6
13303,61.72,1,26,2010-11-04 14:55:00,2010-11-04 14:55:00,0,61.72
13304,1217.99,4,716,2010-02-08 12:42:00,2010-12-23 14:35:00,318,304.4975
13305,3616.41,16,2228,2010-03-10 14:49:00,2011-12-05 15:15:00,635,226.025625
13306,53.65,1,74,2010-10-05 14:55:00,2010-10-05 14:55:00,0,53.65
13307,273.34,3,140,2010-04-26 13:28:00,2011-08-11 17:14:00,472,91.11333333333333
13308,1670.3700000000001,4,1073,2010-04-22 09:22:00,2011-11-17 09:31:00,574,417.59250000000003
13309,1706.3700000000001,6,1914,2010-11-12 12:10:00,2011-12-02 16:34:00,385,284.39500000000004
13310,1541.2,5,816,2010-11-02 17:03:00,2011-11-11 17:23:00,374,308.24
13311,598.57,2,305,2011-07-12 14:26:00,2011-12-05 12:55:00,145,299.285
13312,124.75,1,41,2010-09-14 14:36:00,2010-09-14 14:36:00,0,124.75
13313,3445.32,12,2308,2009-12-02 16:18:00,2011-11-17 16:48:00,715,287.11
13314,775.94,3,560,2011-09-27 10:20:00,2011-12-08 12:29:00,72,258.6466666666667
13315,310.26000000000005,1,232,2010-01-19 15:34:00,2010-01-19 15:34:00,0,310.26000000000005
13316,12940.82,10,19931,2010-03-10 10:01:00,2011-11-02 13:40:00,602,1294.0819999999999
13317,6486.091,19,3149,2009-12-13 11:11:00,2011-10-04 13:35:00,660,341.3732105263158
13318,640.76,3,304,2011-11-02 13:26:00,2011-12-08 18:51:00,36,213.58666666666667
13319,21323.22,58,8974,2009-12-06 14:46:00,2011-12-04 13:34:00,727,367.6417241379311
13320,2211.6,6,1509,2010-08-18 10:29:00,2011-09-22 18:07:00,400,368.59999999999997
13321,567.36,2,372,2011-09-14 15:18:00,2011-09-28 15:24:00,14,283.68
13322,199.48000000000002,1,117,2011-11-22 14:21:00,2011-11-22 14:21:00,0,199.48000000000002
13323,787.85,5,175,2011-09-16 13:23:00,2011-12-06 17:12:00,81,157.57
13324,10513.47,18,8448,2010-05-25 10:23:00,2011-11-03 16:28:00,527,584.0816666666666
13325,675.3,1,240,2011-09-19 10:36:00,2011-09-19 10:36:00,0,675.3
13326,281.76,1,140,2010-10-03 16:00:00,2010-10-03 16:00:00,0,281.76
13327,9134.48,20,4203,2009-12-18 15:35:00,2011-11-01 10:21:00,682,456.724
13328,1308.48,1,680,2011-01-27 15:22:00,2011-01-27 15:22:00,0,1308.48
13329,4808.7699999999995,8,3311,2009-12-04 15:41:00,2011-11-08 10:29:00,703,601.0962499999999
13330,2796.1,6,1951,2010-02-23 10:12:00,2011-09-08 12:27:00,562,466.01666666666665
13331,262.4,1,54,2010-11-03 08:04:00,2010-11-03 08:04:00,0,262.4
13332,350.90000000000003,1,179,2011-11-25 13:30:00,2011-11-25 13:30:00,0,350.90000000000003
13333,1015.74,3,685,2010-02-19 09:26:00,2010-10-24 13:24:00,247,338.58
13334,6201.8,5,3198,2010-02-25 12:21:00,2011-09-18 15:21:00,570,1240.3600000000001
13336,795.12,1,559,2011-09-23 14:05:00,2011-09-23 14:05:00,0,795.12
13337,1575.26,1,980,2010-06-11 13:27:00,2010-06-11 13:27:00,0,1575.26
13338,2445.62,4,1151,2010-01-05 12:25:00,2011-07-05 09:06:00,545,611.405
13339,860.12,1,326,2011-05-23 08:31:00,2011-05-23 08:31:00,0,860.12
13340,22100.56,12,9636,2010-02-22 14:54:00,2011-10-25 13:15:00,609,1841.7133333333334
13341,775.85,1,301,2011-03-24 09:50:00,2011-03-24 09:50:00,0,775.85
13343,353.43,1,135,2011-06-15 12:24:00,2011-06-15 12:24:00,0,353.43
13344,2511.69,3,952,2011-03-07 10:28:00,2011-10-03 09:45:00,209,837.23
13345,389.5,1,141,2011-02-25 09:01:00,2011-02-25 09:01:00,0,389.5
13346,299.4,6,180,2010-04-22 12:34:00,2010-09-03 11:41:00,133,49.9
13347,341.36,1,205,2011-09-30 13:28:00,2011-09-30 13:28:00,0,341.36
13348,233.76000000000002,1,136,2011-10-06 17:28:00,2011-10-06 17:28:00,0,233.76000000000002
13349,247.32,1,225,2011-11-29 08:07:00,2011-11-29 08:07:00,0,247.32
13350,979.12,2,287,2011-09-21 13:33:00,2011-11-23 16:33:00,63,489.56
13351,373.94,1,117,2011-10-04 12:55:00,2011-10-04 12:55:00,0,373.94
13352,397.98,1,321,2011-10-10 13:55:00,2011-10-10 13:55:00,0,397.98
13354,743.53,1,604,2011-09-29 13:17:00,2011-09-29 13:17:00,0,743.53
13355,674.7,1,314,2011-08-09 14:48:00,2011-08-09 14:48:00,0,674.7
13356,768.24,1,325,2011-09-20 14:33:00,2011-09-20 14:33:00,0,768.24
13357,3805.51,5,2112,2010-03-22 14:30:00,2011-03-27 13:56:00,369,761.1020000000001
13358,439.03000000000003,1,285,2011-03-16 11:52:00,2011-03-16 11:52:00,0,439.03000000000003
13359,1043.31,2,381,2010-11-01 15:05:00,2011-10-07 09:30:00,339,521.655
13360,1553.65,4,942,2010-01-08 11:16:00,2010-10-04 12:37:00,269,388.4125
13361,1450.5,2,324,2010-04-01 07:49:00,2010-08-24 14:56:00,145,725.25
13362,5394.07,7,2481,2010-10-10 15:27:00,2011-11-30 14:41:00,415,770.5814285714285
13363,1723.8600000000001,3,1146,2010-10-26 11:07:00,2011-11-22 12:40:00,392,574.62
13364,134.96,1,71,2011-09-29 18:13:00,2011-09-29 18:13:00,0,134.96
13365,2225.37,2,1247,2011-05-06 12:00:00,2011-11-06 12:36:00,184,1112.685
13366,56.16,1,144,2011-10-20 13:37:00,2011-10-20 13:37:00,0,56.16
13367,510.2,1,253,2010-10-04 10:00:00,2010-10-04 10:00:00,0,510.2
13368,1121.5,4,606,2010-10-12 10:43:00,2011-03-28 09:59:00,166,280.375
13369,308.28000000000003,1,149,2010-12-09 11:30:00,2010-12-09 11:30:00,0,308.28000000000003
13370,754.87,1,343,2010-12-03 10:26:00,2010-12-03 10:26:00,0,754.87
13371,2297.66,2,1019,2010-03-17 15:29:00,2010-07-22 17:33:00,127,1148.83
13372,378.64,1,159,2011-09-11 12:46:00,2011-09-11 12:46:00,0,378.64
13373,7587.1900000000005,6,4263,2009-12-06 12:34:00,2011-10-10 10:51:00,672,1264.5316666666668
13374,422.8,2,135,2010-09-16 10:29:00,2010-10-21 10:04:00,34,211.4
13375,1792.23,2,1124,2010-09-21 08:12:00,2011-09-12 10:19:00,356,896.115
13376,1019.76,3,493,2011-04-19 13:03:00,2011-09-01 16:16:00,135,339.92
13377,1552.88,2,748,2010-03-04 10:06:00,2010-11-08 12:20:00,249,776.44
13379,572.56,3,601,2011-07-26 12:26:00,2011-11-13 13:45:00,110,190.85333333333332
13380,62.4,1,48,2010-10-03 10:18:00,2010-10-03 10:18:00,0,62.4
13381,8224.37,12,5125,2009-12-01 15:19:00,2011-11-08 11:58:00,706,685.3641666666667
13382,1387.58,5,863,2009-12-08 09:56:00,2011-03-04 10:03:00,451,277.51599999999996
13383,305.28000000000003,1,288,2010-06-14 11:45:00,2010-06-14 11:45:00,0,305.28000000000003
13384,6680.83,11,4142,2010-07-27 12:22:00,2011-11-09 11:04:00,469,607.3481818181818
13385,534.57,1,281,2011-01-14 09:52:00,2011-01-14 09:52:00,0,534.57
13386,835.46,2,514,2010-09-28 13:09:00,2010-10-21 12:52:00,22,417.73
13387,186.94,1,123,2010-10-18 14:07:00,2010-10-18 14:07:00,0,186.94
13388,1185.65,3,701,2010-04-15 10:18:00,2011-07-31 12:52:00,472,395.2166666666667
13389,797.96,3,429,2011-04-21 12:12:00,2011-11-28 14:01:00,221,265.9866666666667
13390,544.08,1,224,2011-09-26 08:38:00,2011-09-26 08:38:00,0,544.08
13391,59.8,1,4,2011-05-20 10:50:00,2011-05-20 10:50:00,0,59.8
13392,91.14,1,82,2010-01-31 13:34:00,2010-01-31 13:34:00,0,91.14
13393,1131.45,4,662,2009-12-07 18:12:00,2010-05-05 09:34:00,148,282.8625
13394,6621.7,19,5354,2009-12-01 11:58:00,2011-12-08 11:36:00,736,348.5105263157895
13395,1180.23,3,1660,2010-10-14 13:00:00,2011-06-07 15:04:00,236,393.41
13396,1360.99,2,600,2011-01-24 13:37:00,2011-11-10 16:59:00,290,680.495
13397,3191.87,10,1336,2010-01-20 09:50:00,2011-09-28 10:56:00,616,319.187
13398,670.34,2,341,2010-09-17 09:34:00,2011-05-31 13:17:00,256,335.17
13399,275.4,3,120,2010-07-08 17:47:00,2010-09-01 13:59:00,54,91.8
13400,310.83,1,284,2010-05-06 09:00:00,2010-05-06 09:00:00,0,310.83
13402,1226.8500000000001,4,917,2010-05-24 10:56:00,2011-08-04 15:51:00,437,306.71250000000003
13403,229.5,3,114,2009-12-16 13:23:00,2011-11-22 08:28:00,705,76.5
13404,252.49,2,111,2011-05-11 11:57:00,2011-12-08 15:37:00,211,126.245
13405,1213.811,6,855,2009-12-15 14:13:00,2011-09-26 17:01:00,650,202.30183333333332
13406,568.92,2,292,2010-03-18 07:29:00,2010-10-08 14:44:00,204,284.46
13407,2244.7,3,1690,2010-02-16 11:13:00,2010-05-10 12:41:00,83,748.2333333333332
13408,50174.782,106,28675,2009-12-04 09:31:00,2011-12-08 09:05:00,733,473.347
13410,2201.96,9,1244,2009-12-08 13:43:00,2011-11-15 15:33:00,707,244.66222222222223
13411,213.55,1,72,2011-08-24 13:57:00,2011-08-24 13:57:00,0,213.55
13412,487.35,1,176,2010-03-29 16:28:00,2010-03-29 16:28:00,0,487.35
13413,429.44,6,455,2010-01-21 17:43:00,2010-03-10 12:17:00,47,71.57333333333334
13414,2494.14,6,2702,2010-04-15 17:00:00,2011-07-29 11:45:00,469,415.69
13415,784.17,4,496,2009-12-11 14:20:00,2010-08-24 11:38:00,255,196.0425
13416,940.8000000000001,3,208,2009-12-03 13:02:00,2011-10-27 08:56:00,692,313.6
13417,1669.49,6,532,2010-02-08 12:39:00,2011-12-05 08:49:00,664,278.24833333333333
13418,11559.66,31,7354,2009-12-11 12:51:00,2011-11-28 10:23:00,716,372.8922580645161
13419,221.06,1,275,2011-10-07 12:49:00,2011-10-07 12:49:00,0,221.06
13420,159.85,2,101,2011-06-22 11:35:00,2011-07-13 08:48:00,20,79.925
13421,4058.75,8,2351,2010-02-14 14:45:00,2011-10-30 14:21:00,622,507.34375
13422,2626.3,1,1326,2011-10-06 13:42:00,2011-10-06 13:42:00,0,2626.3
13423,217.03,1,141,2010-10-07 09:02:00,2010-10-07 09:02:00,0,217.03
13424,572.77,1,529,2010-09-16 10:49:00,2010-09-16 10:49:00,0,572.77
13425,3390.4300000000003,5,2358,2010-05-09 14:35:00,2011-08-23 17:13:00,471,678.086
13426,8167.38,22,4868,2009-12-09 15:16:00,2011-12-09 08:59:00,729,371.24454545454546
13427,1006.53,6,880,2009-12-17 13:44:00,2011-11-20 13:02:00,702,167.755
13428,478.54,3,356,2010-07-13 13:20:00,2011-11-29 14:20:00,504,159.51333333333335
13429,1006.8,4,1390,2011-09-25 15:59:00,2011-11-29 09:10:00,64,251.7
13430,679.45,2,751,2011-09-14 14:26:00,2011-11-21 08:19:00,67,339.725
13431,3316.2400000000002,8,1570,2010-02-18 11:53:00,2011-10-03 13:49:00,592,414.53000000000003
13432,439.1,2,217,2010-04-06 14:42:00,2010-05-17 13:18:00,40,219.55
13433,658.32,4,190,2010-01-12 08:59:00,2010-07-26 16:55:00,195,164.58
13434,1666.8600000000001,5,864,2010-02-22 09:54:00,2011-09-26 14:30:00,581,333.372
13435,4447.33,9,2754,2010-07-27 16:56:00,2011-12-04 14:45:00,494,494.1477777777778
13436,196.89,1,76,2011-12-08 10:33:00,2011-12-08 10:33:00,0,196.89
13437,3408.06,7,1283,2011-06-02 14:30:00,2011-11-25 14:00:00,175,486.86571428571426
13438,46.5,1,10,2010-06-10 18:46:00,2010-06-10 18:46:00,0,46.5
13439,986.61,3,952,2010-07-01 14:36:00,2011-03-29 14:20:00,270,328.87
13440,1295.25,7,573,2010-09-14 10:34:00,2010-10-12 13:11:00,28,185.03571428571428
13441,720.9,2,520,2010-10-04 10:38:00,2011-09-09 09:38:00,339,360.45
13442,419.87,3,115,2009-12-01 14:59:00,2010-02-10 14:03:00,70,139.95666666666668
13443,1273.16,6,805,2010-01-31 13:30:00,2010-09-17 12:31:00,228,212.19333333333336
13444,619.08,2,331,2010-07-21 14:34:00,2010-11-30 13:02:00,131,309.54
13445,241.89999999999998,1,198,2010-03-23 15:34:00,2010-03-23 15:34:00,0,241.89999999999998
13446,3881.89,11,2403,2010-02-14 11:52:00,2010-10-05 18:51:00,233,352.8990909090909
13447,1129.14,3,584,2011-11-04 10:10:00,2011-11-16 13:38:00,12,376.38000000000005
13448,8745.93,13,4195,2009-12-06 12:14:00,2011-11-23 12:33:00,717,672.7638461538462
13449,291.88,1,222,2011-11-16 08:28:00,2011-11-16 08:28:00,0,291.88
13450,4120.04,13,4318,2010-04-15 19:15:00,2011-11-13 11:54:00,576,316.92615384615385
13451,7090.06,11,5229,2010-03-21 16:13:00,2011-11-13 15:58:00,601,644.5509090909092
13452,729.8,3,6,2010-08-24 09:53:00,2011-03-25 14:19:00,213,243.26666666666665
13453,781.69,3,341,2010-11-02 13:23:00,2011-06-27 09:34:00,236,260.56333333333333
13454,219.87,1,198,2010-03-08 14:40:00,2010-03-08 14:40:00,0,219.87
13455,2212.9900000000002,6,795,2009-12-09 08:58:00,2011-11-15 11:21:00,706,368.8316666666667
13456,1766.72,6,765,2011-05-16 15:34:00,2011-11-22 09:18:00,189,294.4533333333333
13457,148.22,2,96,2009-12-02 12:46:00,2010-01-20 08:48:00,48,74.11
13458,11959.27,16,6760,2010-11-16 14:01:00,2011-12-02 15:29:00,381,747.454375
13459,1160.41,2,986,2010-01-26 13:35:00,2010-03-25 10:24:00,57,580.205
13460,183.44,2,286,2011-10-21 09:50:00,2011-11-10 17:17:00,20,91.72
13461,4160.0,6,3132,2010-04-21 16:01:00,2011-11-01 09:01:00,558,693.3333333333334
